Packet Length,Node Distance,Average Packet Loss Rate,Packet 95% Lower,Packet 95% Upper,Packet 99% Lower,Packet 99% Upper,Average Goodput,Goodput 95% Lower,Goodput 95% Upper,Goodput 99% Lower,Goodput 99% Upper
900,20,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,21,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,22,1.6000000000000001e-06,3.686257287891123e-08,3.163137427121089e-06,-4.690442466733273e-07,3.6690442466733274e-06,0.8999985600000003,0.8999971531763159,0.8999999668236848,0.8999966978601783,0.9000004221398223
900,23,4.7600000000000005e-05,3.964751433560457e-05,5.555248566439544e-05,3.707370562230492e-05,5.812629437769509e-05,0.89995716,0.899950002762902,0.899964317237098,0.8999476863350601,0.89996663366494
900,24,0.0004972,0.0004704506514012666,0.0005239493485987335,0.0004617932693695388,0.0005326067306304613,0.8995525199999999,0.899528445586261,0.8995765944137387,0.8995206539424324,0.8995843860575673
900,25,0.0030784000000000002,0.003006184855377201,0.0031506151446227993,0.002982812544340601,0.0031739874556593996,0.8972294400000002,0.8971644463698396,0.8972944336301607,0.8971434112899067,0.8973154687100936
900,26,0.014226400000000002,0.014091672783294635,0.014361127216705369,0.014048068544455528,0.014404731455544476,0.8871962400000001,0.8870749855049652,0.8873174944950349,0.8870357416900101,0.8873567383099901
900,27,0.05076999999999999,0.05049117649107198,0.051048823508928,0.05040093572773874,0.05113906427226124,0.8543069999999999,0.8540560588419647,0.8545579411580352,0.8539748421549648,0.8546391578450351
900,28,0.1433696,0.1429517330368209,0.14378746696317912,0.1428164910915703,0.14392270890842973,0.7709673600000001,0.7705912797331389,0.7713434402668613,0.7704695619824133,0.7714651580175869
900,29,0.32028039999999997,0.31972832978743326,0.32083247021256667,0.31954965318449147,0.32101114681550846,0.61174764,0.61125077680869,0.6122445031913101,0.6110899678660424,0.6124053121339577
900,30,0.5677775999999999,0.5671812319154667,0.5683739680845331,0.5669882183801921,0.5685669816198077,0.38900016,0.38846342872392003,0.38953689127607993,0.3882897165421729,0.38971060345782704
