Packet Length,Node Distance,Average Packet Loss Rate,Packet 95% Lower,Packet 95% Upper,Packet 99% Lower,Packet 99% Upper,Average Goodput,Goodput 95% Lower,Goodput 95% Upper,Goodput 99% Lower,Goodput 99% Upper
900,20,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,21,0.0,nan,nan,nan,nan,0.9000000000000005,0.9000000000000004,0.9000000000000006,0.9000000000000004,0.9000000000000006
900,22,1.6000000000000001e-06,4.4697897543352225e-08,3.155302102456648e-06,-4.586730322576909e-07,3.658673032257691e-06,0.8999985600000003,0.8999971602281082,0.8999999597718925,0.8999967071942713,0.9000004128057294
900,23,4.7600000000000005e-05,3.968737667015606e-05,5.551262332984395e-05,3.712646933490735e-05,5.807353066509266e-05,0.89995716,0.8999500386390031,0.8999642813609969,0.8999477338224015,0.8999665861775986
900,24,0.0004972,0.0004705847341934747,0.0005238152658065254,0.00046197074783367294,0.0005324292521663272,0.8995525199999999,0.8995285662607739,0.8995764737392258,0.8995208136730501,0.8995842263269496
900,25,0.0030784000000000002,0.0030065468383314777,0.0031502531616685227,0.002983291682473912,0.0031735083175260886,0.8972294400000002,0.8971647721544985,0.8972941078455018,0.8971438425142266,0.8973150374857737
900,26,0.014226400000000002,0.014092348111941821,0.014360451888058182,0.014048962442092312,0.014403837557907691,0.8871962400000001,0.8870755933007477,0.8873168866992525,0.8870365461978832,0.887355933802117
900,27,0.05076999999999999,0.050492574111446635,0.05104742588855334,0.05040278568561515,0.05113721431438483,0.8543069999999999,0.8540573167003019,0.8545566832996979,0.8539765071170535,0.8546374928829463
900,28,0.1433696,0.14295382762125491,0.1437853723787451,0.1428192635847607,0.14391993641523934,0.7709673600000001,0.7705931648591295,0.7713415551408707,0.7704720572262848,0.7714626627737154
900,29,0.32028039999999997,0.3197310970740953,0.3208297029259046,0.31955331609886334,0.3210074839011366,0.61174764,0.6112532673666858,0.6122420126333142,0.611093264488977,0.612402015511023
900,30,0.5677775999999999,0.5671842212479979,0.5683709787520018,0.5669921752052082,0.5685630247947916,0.38900016,0.38846611912319823,0.38953420087680174,0.38829327768468747,0.3897070423153125
